Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2dSKFFNoNXKo3hPnlwUdPe,"They Don't Love It","Jackman.","Jack Harlow",2023-04-28,113292,64,true,,1970-01-01T00:00:00Z,"","Generation Now/Atlantic",0.536,0.814,1,-5.407,1,0.306,0.0388,0,0.142,0.851,96.7,4
spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,"Cheques","Still Rollin","Shubh",2023-05-19,183756,76,false,,1970-01-01T00:00:00Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.742,0.627,4,-8.939,0,0.0533,0.262,0.0000123,0.269,0.356,89.998,4
spotify:track:4LJhJ6DQS7NwE7UKtvcM52,"What's My Age Again?","Enema Of The State","blink-182",1999-06-01,148360,81,true,,1970-01-01T00:00:00Z,"pop punk,punk,rock,skate punk,emo","Geffen",0.391,0.951,6,-7.419,1,0.0688,0.012,0.000446,0.0878,0.468,157.663,4
spotify:track:4LOyMuGVOwWOM4bKieLVbk,"Arms","I Feel You Feel","Model Man",2023-09-22,244672,43,false,,1970-01-01T00:00:00Z,"lo-fi house","Helix Records",0.627,0.879,7,-6.365,0,0.0359,0.00197,0.313,0.0919,0.396,121.987,4
spotify:track:2egGsu9X7zdNJxU9Kftq6l,"Paddling Out","Happy To You","Miike Snow",2012-01-01,217960,1,false,,1970-01-01T00:00:00Z,"alternative dance","Downtown Records/Republic Records",0.599,0.818,10,-3.652,0,0.0394,0.0095,0.00571,0.297,0.366,128.159,4
spotify:track:2SxeNZphx2bH5kju5Ntu8P,"Airplane Lesson","Airplane Lesson","Stereoclip",2016,252145,56,false,,1970-01-01T00:00:00Z,"melodic techno","Hungry Music",0.532,0.448,7,-13.169,0,0.241,0.671,0.939,0.0978,0.13,123.034,4
spotify:track:2OZfJcpzSFApBxUA0gXuJz,"Common Ground","Jackman.","Jack Harlow",2023-04-28,100424,55,true,,1970-01-01T00:00:00Z,"","Generation Now/Atlantic",0.807,0.681,1,-5.612,1,0.345,0.507,0,0.283,0.571,98.173,4
spotify:track:0rLNG4m2VQCONxX2hd5cW4,"Shook Ones - Freestyle","The Blow Up","J. Cole",2014-01-01,107075,0,true,,1970-01-01T00:00:00Z,"rap","Real life music",0.773,0.907,1,-5.069,1,0.281,0.256,0.0000664,0.118,0.661,96.237,4
spotify:track:4W6gvqpSxaTipukE5521Yl,"Tulips & Roses","Tulips & Roses","G-Eazy",2023-03-30,196231,47,true,,1970-01-01T00:00:00Z,"","BPG/RVG/RCA Records",0.504,0.659,5,-6.787,1,0.119,0.24,0,0.161,0.387,93.396,4
spotify:track:0eUN4mY2YIFdVF9nEwgW14,"Indian Instrumental (Drill Beat)","Indian Instrumental","Hactix",2022-05-12,82808,0,false,,1970-01-01T00:00:00Z,"tamil indie","Maheshwari Visuals",0.723,0.538,9,-9.485,0,0.0497,0.0974,0.712,0.129,0.794,141.954,3
spotify:track:3WuTi3f10qoi6LGIjjr50z,"Roland Garros","Grand Chelem","Revers Gagnant;Darlinn",2016-11-01,267994,49,false,,1970-01-01T00:00:00Z,"french indie pop,french house,french pop","Riptide Records",0.853,0.6,9,-9.776,0,0.0669,0.302,0.0946,0.0989,0.624,120.042,4
spotify:track:3CWIomE3tmqhBofcLvILCm,"Searching For","On the Quiet (Expanded Edition)","Xinobi;Lazarusman",2017,371560,0,false,,1970-01-01T00:00:00Z,"melodic house,afro tech,afro house,organic house,tribal house","Discotexas",0.887,0.428,9,-13.997,0,0.197,0.127,0.00834,0.29,0.308,121.035,4
spotify:track:0HhleUCwCfFYS413WmpMxJ,"SOMEWHERE","SOMEWHERE","The Blaze;Octavian",2020-01-10,215106,48,true,,1970-01-01T00:00:00Z,"grime,uk grime,afroswing","Animal 63",0.489,0.425,1,-11.98,1,0.0506,0.3,0.0703,0.106,0.117,130.104,4
spotify:track:68Q6c22JNyLUlZYX4dE2tn,"Heartbeat","Charmer","Claptone;Nathan Nicholson",2015-10-16,329537,63,false,,1970-01-01T00:00:00Z,"","Different Recordings",0.811,0.65,10,-7.91,0,0.0406,0.0179,0.322,0.0829,0.712,120.011,4
spotify:track:0VycxVlytnXv4pNAWcHKYw,"Kaise","Sutra","Rusha & Blizza",2023-05-05,160019,35,false,,1970-01-01T00:00:00Z,"indian indie,hindi indie","Universal Music India Pvt Ltd.",0.744,0.374,2,-11.378,0,0.307,0.272,0.0304,0.256,0.235,96.032,4
spotify:track:0vryyKyxCFXT0gg670yNEw,"Your Love","Baby Wants to Ride / Your Love","Frankie Knuckles",1987,403706,55,false,,1970-01-01T00:00:00Z,"chicago house,acid house","Trax Records",0.7,0.725,4,-11.433,0,0.0492,0.0439,0.851,0.125,0.129,116.824,4
spotify:track:7JFj5qHgeTfsKdtQYUYI7B,"HAZE","JUNGLE","The Blaze",2023-03-10,289293,49,false,,1970-01-01T00:00:00Z,"","Animal63",0.571,0.497,7,-10.969,1,0.0303,0.0248,0.93,0.115,0.131,119.996,4
spotify:track:0YQJoDL6f46J0n1rOVkpxJ,"Softly","Making Memories","Karan Aujla;Ikky",2023-08-18,155161,77,false,,1970-01-01T00:00:00Z,"punjabi pop,punjabi hip hop,bhangra,desi hip hop,desi","WM Canada",0.735,0.564,8,-7.786,1,0.204,0.191,0,0.0791,0.902,92.986,4
spotify:track:6Orwi1oYLckpnBF7NbCbrg,"Baxter (these are my friends)","Baxter (these are my friends)","Fred again..;Baxter Dury",2021-08-03,244034,57,true,,1970-01-01T00:00:00Z,"stutter house,house,edm","Atlantic Records UK",0.487,0.808,11,-4.832,0,0.143,0.00205,0.0589,0.056,0.424,120.143,4
spotify:track:7tavmiMMEibizGOiXoozar,"Goat","Not by Chance","AP Dhillon;Gurinder Gill;Money Musik",2020-12-23,159130,57,false,,1970-01-01T00:00:00Z,"punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop","RUN-UP RECORDS",0.725,0.821,6,-5.147,1,0.154,0.103,0.000003,0.118,0.135,91.821,4
spotify:track:2W3EgJst61RLZtPPm3EQim,"TERRITORY","TERRITORY","The Blaze",2017-04-07,276373,71,false,,1970-01-01T00:00:00Z,"","Animal 63",0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009,4
spotify:track:6rFckZb1cuJYzsZiGHgqks,"52 Bars","Four You","Karan Aujla;Ikky",2023-02-04,214024,21,true,,1970-01-01T00:00:00Z,"punjabi pop,punjabi hip hop,bhangra,desi hip hop,desi","Rehaan Records",0.449,0.779,1,-3.321,0,0.205,0.000898,0,0.389,0.433,115.231,3
spotify:track:3p7tnkOpYL5WH4IaRzLZ5e,"Friends","Friends","Night Tales",2018-11-30,274529,53,false,,1970-01-01T00:00:00Z,"","Craft Recordings",0.862,0.52,6,-7.628,1,0.0499,0.00467,0.107,0.0988,0.515,118.002,4
spotify:track:1a5Yu5L18qNxVhXx38njON,"Hear Me Now","Hear Me Now","Alok;Bruno Martini;Zeeba",2016-01-01,192846,3,false,,1970-01-01T00:00:00Z,"brazilian bass,electronic,slap house,electro house,brazilian pop","Universal Music AB",0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,4
spotify:track:74fmYjFwt9CqEFAh8ybeBD,"Rumble","Quest For Fire","Skrillex;Fred again..;Flowdan",2023-02-17,146571,66,false,,1970-01-01T00:00:00Z,"dubstep,edm,electro,electronic,stutter house,house,drum and bass,grime,uk garage","OWSLA/Atlantic",0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,4
